"","x","y","depJan","depFeb","depMar","depApr","depMay","depJun","depJul","depAug","depSep","depOct","depNov","depDec"
"2408",80,59.6842105263158,8.76757182480259e-09,7.19636693985448e-09,1.2004026678919e-08,2.38901796782709e-08,8.20367309240649e-09,5.57551192714723e-09,5.05639924461981e-09,5.56657942397260e-09,4.33873669413928e-09,5.68449759919681e-09,3.35382005370657e-09,5.83772424931489e-09
"2409",82.5,59.6842105263158,8.8772284445246e-09,6.52221850746398e-09,1.46094136788122e-08,2.23521334254129e-08,8.14344822044205e-09,6.40066164132869e-09,5.63695164764594e-09,5.1716564624521e-09,4.99131673492581e-09,5.84095662461981e-09,3.4864305778308e-09,5.80333788836873e-09
"2410",85,59.6842105263158,9.30836267440394e-09,6.73405940385119e-09,1.57220193894997e-08,2.08335341166099e-08,7.97908067742825e-09,6.48984498953509e-09,4.93418840941812e-09,4.89395789518565e-09,5.70657212890097e-09,6.04880989046874e-09,3.9894209030028e-09,5.8341054643557e-09
"2411",87.5,59.6842105263158,8.99143064690688e-09,6.81549875130444e-09,1.42805275417379e-08,1.77845242439051e-08,8.7007124161681e-09,6.01013613876766e-09,5.40305905485233e-09,4.61654474414111e-09,5.97882758926471e-09,5.94873623017272e-09,4.20714459364174e-09,5.82875427611318e-09
"2412",90,59.6842105263158,1.06239224448995e-08,8.04591725276499e-09,1.50463598611733e-08,1.63754978327324e-08,9.907746107915e-09,7.07134936543674e-09,8.67472109769563e-09,5.3966311888004e-09,7.74982265860924e-09,7.37864866862808e-09,5.59552033613936e-09,7.07641543019194e-09
"2413",92.5,59.6842105263158,1.12458323903164e-08,8.41077344489877e-09,1.5162815534403e-08,1.64819173933961e-08,1.02272776185408e-08,7.56272486041737e-09,1.32113261736705e-08,5.57991289892174e-09,8.77253250510662e-09,8.23953015191559e-09,6.25907938759523e-09,7.71389300092268e-09
"2414",95,59.6842105263158,9.45885342707592e-09,7.12485070941682e-09,1.28967840313382e-08,1.5549574128304e-08,8.85138934803714e-09,6.94704781981775e-09,1.4616655932484e-08,5.27221313481596e-09,7.83290483256233e-09,7.30534675721234e-09,5.79036798977611e-09,6.71887935912996e-09
"2415",97.5,59.6842105263158,7.964441606223e-09,5.98315889020762e-09,1.06642952281411e-08,1.49506450188713e-08,7.95686680606089e-09,7.13383063559447e-09,1.27659703121064e-08,5.83664815697466e-09,6.88133183247841e-09,6.4861606320285e-09,5.35402366972498e-09,6.29980813609404e-09
"2416",100,59.6842105263158,7.61772442001152e-09,5.85966295017087e-09,9.54248828392845e-09,1.40623337193529e-08,7.59324653935162e-09,8.26633410160038e-09,1.30252359679256e-08,6.93705678837808e-09,7.10344888379261e-09,6.72359882613466e-09,5.70954865417722e-09,6.31114867397781e-09
"2417",102.5,59.6842105263158,7.24478933875755e-09,5.50664904300224e-09,8.91926864397125e-09,1.2252575906993e-08,7.09288350709408e-09,8.29188807460052e-09,1.17535969238608e-08,1.16556572987009e-08,7.60092555302655e-09,6.90432203596936e-09,5.75927840574392e-09,6.0939583457556e-09
"2418",105,59.6842105263158,6.08624654580697e-09,4.49007784078526e-09,7.57010060106061e-09,1.05970786833109e-08,5.84067267207083e-09,7.7200615041309e-09,1.04392361942318e-08,2.14928660806357e-08,6.83097153061224e-09,6.14499486451675e-09,4.94931459097542e-09,5.09151685656323e-09
"2419",107.5,59.6842105263158,5.84287345069268e-09,4.30259685301956e-09,7.22099996984527e-09,9.08207298429276e-09,5.35543816324729e-09,9.51733477184274e-09,1.12583473793615e-08,1.69238014227635e-08,6.69356191567577e-09,6.0602160008999e-09,4.76219483768955e-09,4.86705031745721e-09
"2420",110,59.6842105263158,5.99016812714848e-09,4.65439327704265e-09,6.95745511983953e-09,8.26977841674598e-09,5.93260011429175e-09,1.26755750427116e-08,1.0633070986199e-08,1.50017026145227e-08,6.79668235754882e-09,6.3890447619952e-09,5.0796195374958e-09,5.25172873938606e-09
"2421",112.5,59.6842105263158,6.04569168165259e-09,4.82948807898134e-09,6.48001847493307e-09,8.42972918031759e-09,6.68727748957126e-09,1.44433769631858e-08,1.06243510083343e-08,1.94307148496109e-08,7.5443434702574e-09,6.89690589795316e-09,5.27262881792889e-09,5.44459165252587e-09
"2422",115,59.6842105263158,4.96069259888626e-09,3.9899399214248e-09,5.09128676717818e-09,7.02123554609246e-09,7.00071075328962e-09,1.19613237283683e-08,1.06210360818759e-08,2.28758309170352e-08,7.09449823107361e-09,6.4067300293083e-09,4.7176195567232e-09,4.722838136198e-09
"2423",117.5,59.6842105263158,5.01680689178607e-09,4.11966203338332e-09,5.36325183483205e-09,7.16288337237331e-09,7.44983469445210e-09,1.23072880012232e-08,1.23344350358434e-08,2.34906742495322e-08,6.91761335713803e-09,5.97217021929691e-09,4.87458237836969e-09,4.88677477390037e-09
"2424",120,59.6842105263158,5.45369335629153e-09,4.62020099912738e-09,6.22503552611536e-09,7.5592735196417e-09,8.41690799089495e-09,1.17489998199133e-08,1.34727721166905e-08,2.2223700223839e-08,7.37017927156941e-09,6.11176948894093e-09,5.00318126771954e-09,5.0811019454422e-09
"2425",122.5,59.6842105263158,5.19871216388135e-09,4.74362902474004e-09,6.48077958485815e-09,7.50987690003452e-09,1.03721472816815e-08,1.17383278878253e-08,1.45995192497861e-08,1.83153187928442e-08,8.13718311482026e-09,6.92072512579328e-09,5.21800747142059e-09,4.92158618546623e-09
"2426",125,59.6842105263158,5.35230414676346e-09,5.05877976227781e-09,6.76226203939062e-09,8.42438970145853e-09,1.16036629523725e-08,1.22768564845416e-08,1.43341588598744e-08,1.61409506854032e-08,8.07908349595432e-09,7.13613211491410e-09,5.47957519202863e-09,5.13396278614686e-09
"2427",127.5,59.6842105263158,5.35028369264695e-09,5.01618219617833e-09,6.41855650660578e-09,9.43175264452034e-09,1.3082326237937e-08,1.23472263663382e-08,1.33914059528839e-08,1.81102383089993e-08,8.12597957672301e-09,6.93149014747985e-09,5.51537546102793e-09,5.11811999032163e-09
"2428",130,59.6842105263158,4.98759959114553e-09,4.68011762157217e-09,6.51808626603995e-09,9.32417444036299e-09,1.66689466916947e-08,1.08164738884392e-08,1.28438517633944e-08,2.1968489527513e-08,7.46340060066297e-09,6.60629773541893e-09,5.14774473048263e-09,4.6247500946027e-09
"2429",132.5,59.6842105263158,6.05212657333459e-09,5.50387099177568e-09,7.96765583198356e-09,1.15127477863519e-08,1.45496747462615e-08,1.16340932981157e-08,1.47780896894711e-08,1.60614755870259e-08,8.15617573479699e-09,7.90181396877199e-09,6.0927440826905e-09,5.71866148185718e-09
"2430",135,59.6842105263158,6.51667411439433e-09,5.91641598993858e-09,8.22459658971625e-09,1.35698042646321e-08,1.35000983048778e-08,1.140935041756e-08,1.4295122117286e-08,1.86145438906687e-08,8.41385535462619e-09,9.08370351593996e-09,6.81947759980511e-09,6.49706089709406e-09
"2431",137.5,59.6842105263158,4.00798613048314e-09,4.00837195466824e-09,6.82822977847442e-09,1.54728647863006e-08,1.32805813221615e-08,1.00337648346188e-08,1.37841632639329e-08,1.40029624614429e-08,7.22396888402227e-09,8.66914274741393e-09,5.36844670280534e-09,4.26228525130662e-09
"2432",140,59.6842105263158,2.03215369336783e-09,2.24604519553397e-09,5.10934614929293e-09,1.92176427115526e-08,1.29824170944787e-08,8.06120736569077e-09,1.24459552039435e-08,1.19473591176505e-08,5.76921791589635e-09,7.33610320928502e-09,3.40077555959634e-09,2.15209890923676e-09
"2433",142.5,59.6842105263158,1.53501615715243e-09,1.81786260849102e-09,4.41298208912755e-09,2.451455210703e-08,1.28210992603878e-08,6.82479190348972e-09,1.0157133727845e-08,9.26457660588298e-09,5.11473597850087e-09,7.07191609959634e-09,2.65676660358982e-09,1.53126856897515e-09
"2434",145,59.6842105263158,1.72180043660208e-09,2.01818234975455e-09,3.87345848755147e-09,2.6776015779606e-08,1.167592272866e-08,6.89862366450716e-09,9.16437004408466e-09,8.59913234368959e-09,4.82623345584784e-09,6.80934371388719e-09,2.76348124071679e-09,1.82549127181707e-09
"2435",147.5,59.6842105263158,1.87197181584012e-09,2.22162498358762e-09,3.43246232218514e-09,2.42729851843149e-08,1.15433350378336e-08,6.57834333880891e-09,9.64920292105542e-09,7.72712928798908e-09,5.12365677229204e-09,6.5664805624227e-09,2.92067005346411e-09,1.89855255540265e-09
"2436",150,59.6842105263158,1.78201945387479e-09,2.14249223830926e-09,3.09867229531663e-09,2.03870131713912e-08,1.16568762455194e-08,5.01306398736218e-09,7.28590976613319e-09,6.65753448463730e-09,5.00117603580152e-09,5.98123972225806e-09,2.78784905317214e-09,1.79222696254124e-09
"2437",152.5,59.6842105263158,1.57638892174169e-09,1.98069373402721e-09,3.20464485026664e-09,1.4614914747163e-08,9.57924989331005e-09,4.30208720210434e-09,5.91511332102834e-09,7.11256580975678e-09,4.34835243983897e-09,5.29774837280256e-09,2.70028013621068e-09,1.46653031515495e-09
"2441",162.5,59.6842105263158,1.70224708352477e-09,2.45416470348939e-09,4.14415689264924e-09,7.21538005125227e-09,6.32533693391973e-09,3.76844229649578e-09,5.03163799688011e-09,7.88146832953612e-09,4.21273553151066e-09,4.33045874550023e-09,2.96276089599423e-09,1.67744046192415e-09
"2457",-157.5,57.7894736842105,8.87811382028168e-10,9.96152159783541e-10,1.98002995835216e-09,2.70642346424446e-09,3.59659889761013e-09,1.90956303504006e-09,1.59570003694862e-09,2.02897371755391e-09,1.97483611494992e-09,1.83847448983337e-09,1.10045868901773e-09,8.03101603773747e-10
"2459",-152.5,57.7894736842105,9.46789277837465e-10,1.04076125159464e-09,1.82373866984727e-09,2.4519627539292e-09,3.22034713349031e-09,1.51756815122174e-09,9.78544906237756e-10,1.32045634192515e-09,1.33762010257228e-09,1.47023545681718e-09,9.06146081021582e-10,7.91863522995283e-10
"2467",-132.5,57.7894736842105,1.69063400974091e-09,1.67893633566153e-09,2.10140371900355e-09,3.29134668738268e-09,3.96829688250125e-09,1.81602862630616e-09,2.09115303198559e-09,2.02007839167177e-09,1.82855459289824e-09,2.06388275610439e-09,1.70617441073821e-09,1.54011735005802e-09
"2468",-130,57.7894736842105,2.48374670440074e-09,2.45590559607572e-09,2.78300956498695e-09,3.39515300639207e-09,3.5210862545966e-09,3.22370567740204e-09,2.67821263213661e-09,2.60239525241845e-09,2.60319149049393e-09,2.816173173565e-09,2.47114038216464e-09,2.45604435226976e-09
"2469",-127.5,57.7894736842105,2.30220003217402e-09,2.35137739357585e-09,2.49940010094846e-09,2.87976712788629e-09,3.02178906896877e-09,3.99792484274269e-09,2.61056518199507e-09,2.40308925102822e-09,2.41753423920257e-09,2.65538460360662e-09,2.36971326350761e-09,2.3389379300541e-09
"2470",-125,57.7894736842105,2.88861678717292e-09,2.90009256843568e-09,3.14732507633933e-09,3.27786830881319e-09,3.44780834741695e-09,4.37101858614258e-09,3.15312297756096e-09,2.99172025043995e-09,2.89888269638938e-09,3.15566479197615e-09,2.91511190186888e-09,2.88222463474055e-09
"2471",-122.5,57.7894736842105,4.54053855061462e-09,4.50047284595440e-09,4.81019833339924e-09,4.62310082794196e-09,5.34384118986569e-09,5.74085076351927e-09,4.53962258409324e-09,4.44817259198302e-09,4.18247936284644e-09,4.47055098018803e-09,4.39148014827473e-09,4.46006229995119e-09
"2472",-120,57.7894736842105,4.41618987472719e-09,4.42583665029306e-09,4.47185540550579e-09,4.53103931328039e-09,5.21173007094616e-09,5.51436201388922e-09,4.23265582739224e-09,4.3949446621068e-09,4.00864449056834e-09,4.3078889088756e-09,4.21691636687607e-09,4.43867686746383e-09
"2473",-117.5,57.7894736842105,3.97593988982203e-09,4.01809776857248e-09,3.97601131706116e-09,4.09917207599628e-09,4.89021352708882e-09,4.94994748315158e-09,3.91444425701729e-09,4.11906719670341e-09,3.85037138891237e-09,4.20852190987156e-09,4.05264952456005e-09,4.17903241308956e-09
"2474",-115,57.7894736842105,3.96100720582646e-09,4.11689656974398e-09,4.0918384891335e-09,4.02724748081035e-09,5.04049087624719e-09,4.93358479070061e-09,3.99453380529186e-09,4.22621156820346e-09,3.81947705884941e-09,4.07327589626444e-09,4.07159355059541e-09,4.11198009236252e-09
"2475",-112.5,57.7894736842105,3.47812159932556e-09,3.61081584554154e-09,3.50620714103037e-09,3.39229152580833e-09,4.46650187538658e-09,4.30685789766169e-09,3.68395002003918e-09,3.76396901927839e-09,3.41534993645795e-09,3.6201271472712e-09,3.63258680947942e-09,3.62153871344764e-09
"2476",-110,57.7894736842105,2.97403644679978e-09,3.10396318023431e-09,3.13281773569804e-09,2.93046114718115e-09,3.74647139483528e-09,4.65507915417898e-09,4.40528463317366e-09,3.38631037273551e-09,2.97458444594584e-09,3.19636075420127e-09,3.0145424242782e-09,3.03767431130905e-09
"2477",-107.5,57.7894736842105,2.48949103519303e-09,2.55428315217715e-09,2.80173696742825e-09,2.71332878040709e-09,3.08960923251639e-09,4.40969848526998e-09,4.14092041906011e-09,3.09024124648880e-09,2.69892945882824e-09,2.89194957044103e-09,2.58795611893584e-09,2.59399201337634e-09
"2478",-105,57.7894736842105,2.10522932094816e-09,2.16174539206804e-09,2.65292797495612e-09,2.70385793832775e-09,2.83863294198508e-09,4.2482755594625e-09,4.40517954145708e-09,3.08593453525116e-09,2.5484246548961e-09,2.64268431356823e-09,2.28862080653945e-09,2.17243591280232e-09
"2479",-102.5,57.7894736842105,1.86479089006424e-09,1.85778706871323e-09,2.30182225819005e-09,2.31544993139869e-09,2.24896493030043e-09,3.12064202603879e-09,3.45272423932924e-09,2.74080309229513e-09,2.3204176373328e-09,2.49599354856453e-09,1.97314323083578e-09,1.92546408504801e-09
"2480",-100,57.7894736842105,2.45705838487764e-09,2.3845323664836e-09,2.7131955861702e-09,2.88943234573111e-09,2.77898622082912e-09,3.28535031211136e-09,3.82244392388431e-09,3.2806712424796e-09,2.74493972473797e-09,3.0240337577786e-09,2.55319154490383e-09,2.48104476416669e-09
"2481",-97.5,57.7894736842105,2.56432189935443e-09,2.42740261485047e-09,2.74634543622268e-09,2.6707859556753e-09,2.59684237004579e-09,3.00315797620646e-09,3.61488368535653e-09,3.29102028831865e-09,2.84560353796051e-09,2.95789915998046e-09,2.5742780953783e-09,2.51596390206041e-09
"2482",-95,57.7894736842105,1.57193130582468e-09,1.4501387883472e-09,1.78229155067301e-09,1.5760007556799e-09,1.57102690231947e-09,1.91315196107142e-09,2.51240600589522e-09,2.37639097852918e-09,2.0791352526358e-09,1.91946141598308e-09,1.49289662663282e-09,1.47443385625778e-09
"2490",-75,57.7894736842105,1.29976293400044e-09,1.30827111839184e-09,1.84977477671149e-09,1.92431451632655e-09,1.36977992425298e-09,1.57412783979502e-09,1.8880031327391e-09,2.2977949621153e-09,2.42955231128696e-09,2.0852801907098e-09,1.53792974449257e-09,1.3694896779104e-09
"2491",-72.5,57.7894736842105,1.73751882022802e-09,1.66512058048102e-09,2.09529947103708e-09,2.25791104563333e-09,1.71815633010115e-09,1.75062527950527e-09,2.12055470839162e-09,2.54825194149003e-09,2.53352944092761e-09,2.37462022701501e-09,1.91723897500183e-09,1.77853752233482e-09
"2492",-70,57.7894736842105,2.26405349546335e-09,2.16274961806727e-09,2.32746449066804e-09,2.34127131744366e-09,1.93501015991610e-09,2.05764736304313e-09,2.48187086116999e-09,2.93703420958802e-09,2.93273950046843e-09,2.73462229423427e-09,2.36759532877377e-09,2.20188325580385e-09
"2493",-67.5,57.7894736842105,2.08825686235335e-09,2.05157663318682e-09,2.23779227570206e-09,2.29661714450623e-09,1.97511055362483e-09,2.12682552233785e-09,2.4726564545885e-09,2.8914226481852e-09,2.94805508130325e-09,2.88654012801579e-09,2.29076581922255e-09,1.98777498367636e-09
"2494",-65,57.7894736842105,1.66313144896527e-09,1.65092661221465e-09,1.76393518932019e-09,1.94361304394625e-09,1.36477870020871e-09,1.63761889790913e-09,1.76591685610399e-09,2.20317626447274e-09,2.32600784336526e-09,2.26955983303676e-09,1.6972784993869e-09,1.52849549423656e-09
"2495",-62.5,57.7894736842105,1.15442328548106e-09,1.22328646236063e-09,1.36303005015583e-09,1.47138019541797e-09,9.83117493663643e-10,1.35089342056388e-09,1.3982007934267e-09,1.77483457618199e-09,1.74185758590288e-09,1.85052549455875e-09,1.27260638550612e-09,1.14199999554521e-09
"2518",-5,57.7894736842105,1.69489300524094e-09,1.84325030824599e-09,1.52534537735047e-09,2.94283913643972e-09,2.34882357704261e-09,1.44373112098174e-09,1.19766537995652e-09,1.33443734577979e-09,1.76859171838878e-09,2.91606680209028e-09,1.43570975420781e-09,9.40297888380251e-10
"2525",12.5,57.7894736842105,4.01733314583236e-09,4.32693129373204e-09,3.18614929361791e-09,1.29139628678165e-08,1.68006327599945e-08,5.89685019564135e-09,2.94212662045601e-09,3.38997336061728e-09,6.25895819547639e-09,7.4188803537989e-09,8.15429696422038e-09,6.28526800917906e-09
"2526",15,57.7894736842105,3.89514280205172e-09,4.11564220204053e-09,3.03335940350299e-09,1.22023789510262e-08,1.59861221916274e-08,6.76221110357256e-09,3.1397549599306e-09,3.50723932318261e-09,5.04995849824608e-09,6.38704831211478e-09,6.44411926164351e-09,5.8008098324791e-09
"2530",25,57.7894736842105,5.66188970707593e-09,6.03235118107337e-09,4.73983489176349e-09,9.51997640875196e-09,1.4621633591394e-08,9.65709036175599e-09,4.6900811359607e-09,5.33210604575923e-09,5.3852566937046e-09,9.62036095317892e-09,7.53509071544506e-09,7.04207590677963e-09
"2531",27.5,57.7894736842105,6.63748040904966e-09,7.7219209542248e-09,5.27794956177441e-09,9.60401465386479e-09,1.61816478185667e-08,9.16922358353001e-09,5.75733816090412e-09,6.11421148086211e-09,6.32638023998627e-09,1.01868568268271e-08,8.61938372238857e-09,7.46897953641384e-09
"2532",30,57.7894736842105,6.19801905112072e-09,6.92803529388913e-09,4.94211507655329e-09,8.90384855688903e-09,1.70008081831069e-08,1.00057056390268e-08,5.53604545018571e-09,5.17936474958569e-09,8.36705060704851e-09,1.36018071805744e-08,9.80705067935711e-09,6.78995531674942e-09
"2533",32.5,57.7894736842105,6.58572669055141e-09,7.4502989715064e-09,5.90802621668746e-09,9.06064481255575e-09,1.9066122118605e-08,1.09042989481639e-08,5.85125502737538e-09,5.24378977739826e-09,8.87496209335537e-09,1.15733977089361e-08,1.01050515611406e-08,6.9739530556695e-09
"2534",35,57.7894736842105,7.96016943766659e-09,8.32045604290399e-09,7.09816443903583e-09,9.95826975568048e-09,2.24252632088917e-08,1.15028533573258e-08,5.89530221514756e-09,6.04493759735758e-09,1.0463275558481e-08,9.10589221213287e-09,1.07227812566613e-08,8.0022037824215e-09
"2535",37.5,57.7894736842105,8.75463588342201e-09,9.47591399878128e-09,9.0650733013814e-09,1.00503137062669e-08,2.12937128866997e-08,1.30327369989719e-08,5.53266202383412e-09,6.30341111338556e-09,1.20093076108607e-08,8.26046008938625e-09,1.01845465654699e-08,9.67007079879373e-09
"2536",40,57.7894736842105,8.60007553452752e-09,1.0831950180562e-08,1.20596275153539e-08,1.17081153366144e-08,2.16853730285183e-08,1.41693106466695e-08,7.03907069351389e-09,6.84634302375309e-09,1.0431171941841e-08,7.99060856544742e-09,1.04116453739783e-08,1.01894727030927e-08
"2537",42.5,57.7894736842105,8.58034171057759e-09,1.0578342498832e-08,1.40324865009062e-08,1.76572174850204e-08,2.0417607448503e-08,1.50724612478503e-08,9.01423232932408e-09,7.36882625231028e-09,9.18507281951614e-09,7.60848220364430e-09,1.11088419713079e-08,8.989692974401e-09
"2538",45,57.7894736842105,9.24360158728599e-09,1.05107770143748e-08,1.80559770260325e-08,2.58245183050454e-08,2.18410492816568e-08,1.33047893015326e-08,8.60699812203075e-09,7.72980371117199e-09,9.11307708982567e-09,7.19411346900706e-09,1.05407799676216e-08,8.57452390340407e-09
"2539",47.5,57.7894736842105,1.13305029421362e-08,8.90767342699716e-09,1.74635314022231e-08,2.38297967296297e-08,2.2123552208958e-08,1.42634599444025e-08,7.79043958249598e-09,7.62361248348581e-09,8.64134408560396e-09,6.73646216933776e-09,1.0267645718029e-08,7.88248587495904e-09
"2540",50,57.7894736842105,1.5075952985999e-08,1.02218034817719e-08,1.9138386578646e-08,3.06439412907367e-08,2.16678440814744e-08,1.79770136277124e-08,7.02360376889782e-09,7.38932528446951e-09,8.81024550189458e-09,6.74509139948071e-09,1.00110650238378e-08,8.30993399092428e-09
"2541",52.5,57.7894736842105,1.25435739919966e-08,1.11426692091937e-08,2.53200335698089e-08,3.84469456271574e-08,2.15539164641343e-08,1.76894639561387e-08,6.71739519477604e-09,7.82491434928728e-09,8.52677889233433e-09,7.46260728993337e-09,9.31083686712963e-09,8.60840676086133e-09
"2542",55,57.7894736842105,9.55880179696889e-09,1.03223613250741e-08,2.45547902323617e-08,3.28060578702605e-08,2.27484796624933e-08,1.52221516641626e-08,6.26513782259891e-09,7.011941808438e-09,7.54123462894801e-09,6.98420052260701e-09,7.1009705927827e-09,7.18672367710366e-09
"2543",57.5,57.7894736842105,9.07498939276691e-09,1.18652658011309e-08,2.44225046436286e-08,3.28725882452197e-08,2.4513493578765e-08,1.38021922016507e-08,6.12774401533012e-09,7.06699640213443e-09,7.30069052087834e-09,7.12527927285156e-09,6.30526587972607e-09,7.44544250471518e-09
"2544",60,57.7894736842105,1.02232999409785e-08,1.33652026945708e-08,2.38141155232963e-08,3.33472468388996e-08,2.79599538834108e-08,1.34645708645131e-08,6.19530891431824e-09,7.35596525098386e-09,7.68059971092278e-09,7.8836966252091e-09,6.79580473925828e-09,8.19848115177907e-09
"2545",62.5,57.7894736842105,9.7603817606276e-09,1.16531444650098e-08,2.02877574115301e-08,3.88374278049997e-08,2.07503998359004e-08,1.03218344028183e-08,5.69134993039927e-09,6.48736025836427e-09,6.64050552826728e-09,7.05636311101182e-09,5.11258613569709e-09,6.96356449066127e-09
"2546",65,57.7894736842105,9.54978030247994e-09,9.6335234711295e-09,2.00860867001496e-08,2.83017390773077e-08,1.54159887980065e-08,9.8368586713693e-09,6.08667218189585e-09,5.77939102824887e-09,5.53396059446015e-09,6.9215769834402e-09,4.17641009666306e-09,7.62199717403711e-09
"2547",67.5,57.7894736842105,1.19170095666532e-08,1.05506533197575e-08,2.07442055720486e-08,2.67393536999838e-08,1.51827132897214e-08,1.02534937571758e-08,6.8339785002855e-09,6.13130542431034e-09,5.80742621960478e-09,7.97120728798784e-09,5.10468522920554e-09,9.53304993538823e-09
"2548",70,57.7894736842105,1.27838411731473e-08,1.07116924705219e-08,1.72826167439688e-08,2.6925319786264e-08,1.54503534965933e-08,9.58702082564517e-09,6.22132774984185e-09,5.82945859552847e-09,5.32644631526247e-09,7.67060516666807e-09,4.73125425556192e-09,8.69919195272545e-09
"2549",72.5,57.7894736842105,1.35517249765654e-08,1.04624933716657e-08,1.59373982761002e-08,3.06542244712937e-08,1.29728762888331e-08,8.12408441300955e-09,5.50667714552255e-09,5.81490968657589e-09,4.60143027196727e-09,7.4505735565486e-09,4.60691172710082e-09,9.20147473840172e-09
"2550",75,57.7894736842105,1.37214372676608e-08,1.0873568842204e-08,1.68114838456496e-08,3.03670073462103e-08,1.05731763188482e-08,8.53999761532553e-09,5.99520550391419e-09,6.30601996402108e-09,5.04125198617228e-09,8.30183578132138e-09,5.38678125543146e-09,1.03329430949095e-08
"2551",77.5,57.7894736842105,1.31473812305799e-08,1.07655380703758e-08,1.60420895317648e-08,3.04376805010387e-08,9.38484485436819e-09,8.88241804327533e-09,5.95777528873687e-09,6.79567183775598e-09,5.37086703236711e-09,8.39097463387062e-09,5.65331726744278e-09,9.61615669904659e-09
"2552",80,57.7894736842105,1.27049878430319e-08,1.05340295080553e-08,1.42187336123895e-08,2.75715653433317e-08,8.30691765374425e-09,8.50246669945043e-09,5.21044379517277e-09,5.2750374381072e-09,5.36385779542625e-09,7.53738634007295e-09,4.84465758525746e-09,7.98489204444086e-09
"2553",82.5,57.7894736842105,1.13350883367003e-08,9.35546601125992e-09,1.21030833792612e-08,2.29429373936607e-08,7.59757432747948e-09,7.29787734150139e-09,4.48703515749244e-09,4.53837172920482e-09,5.44397573895572e-09,6.45318290991292e-09,4.38080294696414e-09,6.76205419783416e-09
"2554",85,57.7894736842105,1.25048229583646e-08,9.98526456831572e-09,1.30808204112237e-08,2.14384408663004e-08,8.69764807051587e-09,6.36287019167153e-09,4.83442329137634e-09,5.02549408337716e-09,6.12189342188291e-09,7.01986496275814e-09,5.07652650385410e-09,7.88709585922837e-09
"2555",87.5,57.7894736842105,1.26614289365501e-08,1.01640375803347e-08,1.4782566186769e-08,2.12078503196433e-08,9.26650279946262e-09,6.05570613185918e-09,5.76078481792641e-09,5.30897357325921e-09,6.19457005222174e-09,7.39416243077801e-09,5.62996875681787e-09,7.63924041212449e-09
"2556",90,57.7894736842105,1.30103299227774e-08,1.06905336146046e-08,1.73412667038575e-08,2.11293787154287e-08,1.03588700117729e-08,6.75430609879679e-09,9.90529650489458e-09,5.92935134584999e-09,7.09593321601698e-09,8.58643878654669e-09,7.02368105082868e-09,8.0316452707313e-09
"2557",92.5,57.7894736842105,1.26278159803817e-08,1.02770928486068e-08,1.72978026433818e-08,2.14947840776469e-08,1.0500308825559e-08,6.89831570772209e-09,1.42718977261258e-08,5.86684665692533e-09,7.47538398369885e-09,9.36552027337029e-09,7.50380382830151e-09,8.15664820841971e-09
"2558",95,57.7894736842105,1.10905273246337e-08,9.48460353224906e-09,1.5305092740045e-08,1.88402609919286e-08,9.79808304803209e-09,7.51788377644641e-09,1.65288720210821e-08,6.13353254904497e-09,7.25468435325283e-09,8.53640693288665e-09,7.4750690012837e-09,7.49761249179554e-09
"2559",97.5,57.7894736842105,8.62826411880679e-09,7.54372228746469e-09,1.27374099549021e-08,1.57775523115106e-08,8.38306143252643e-09,7.64224503992106e-09,1.4403470213406e-08,6.6271380961061e-09,6.97786281880775e-09,7.22694423836018e-09,6.43801106176012e-09,6.34351282439993e-09
"2560",100,57.7894736842105,8.24888770570992e-09,6.88750560490919e-09,1.22805683590993e-08,1.51874954019277e-08,8.4222410295931e-09,9.22627872539106e-09,1.40570879155616e-08,9.56008924368063e-09,7.47989033992452e-09,7.3376927580901e-09,6.38837498526112e-09,6.56210652223016e-09
"2561",102.5,57.7894736842105,7.45570636478954e-09,5.97710689536485e-09,1.00966922322865e-08,1.25962240637989e-08,8.21701359298571e-09,8.73479550408257e-09,1.34911652162339e-08,1.8595886159059e-08,7.57935335587295e-09,7.20996446140071e-09,5.99452050498162e-09,6.22424631366997e-09
"2562",105,57.7894736842105,7.01567124707092e-09,5.40834584148581e-09,9.31136613126216e-09,1.11058338306963e-08,7.31694607247063e-09,9.07422828284182e-09,1.4809120726586e-08,1.96776212511851e-08,7.49816634563333e-09,7.37422252167913e-09,5.816140928247e-09,5.78524806185698e-09
"2563",107.5,57.7894736842105,6.88073875220602e-09,5.09101042572846e-09,8.92171122136159e-09,1.06793769140412e-08,6.58022972048478e-09,1.25458783986621e-08,1.6549231126109e-08,2.49345512987054e-08,7.5390572690931e-09,7.63035123366868e-09,5.54843339242023e-09,5.51074732721424e-09
"2564",110,57.7894736842105,5.95386435466028e-09,4.41151256150296e-09,7.64620749528488e-09,9.25186841201076e-09,6.07976540206029e-09,1.62189070767454e-08,1.39140987794051e-08,3.01908888514224e-08,8.21638128627872e-09,7.21893970382498e-09,4.92079580208249e-09,4.98869032021509e-09
"2565",112.5,57.7894736842105,5.80346552064848e-09,4.26984365833188e-09,7.24486252240419e-09,1.06401036419068e-08,6.6182658962563e-09,1.55433447363018e-08,1.40849902054152e-08,3.63898762685555e-08,8.89607821002308e-09,7.78752862976712e-09,4.99260710898342e-09,4.84364238171123e-09
