"","x","y","depJan","depFeb","depMar","depApr","depMay","depJun","depJul","depAug","depSep","depOct","depNov","depDec"
"5728",100,16.1052631578947,8.14753128245554e-09,7.08028830877228e-09,8.3711752373733e-09,9.36583993953882e-09,1.11808136967623e-08,8.42634751037352e-09,8.88604268292625e-09,9.26994184538565e-09,9.7355572822172e-09,7.6653617047534e-09,7.75557957698875e-09,8.09089123823825e-09
"5729",102.5,16.1052631578947,6.15135071786038e-09,5.02962866667789e-09,6.14939525082209e-09,6.89266827207796e-09,8.21211321600651e-09,6.52137718826218e-09,7.80714887269746e-09,7.17373972725088e-09,6.93705620290891e-09,5.71754382120565e-09,6.03275339839532e-09,6.53150990324175e-09
"5730",105,16.1052631578947,7.97933184370353e-09,6.4370175205733e-09,7.31359074863935e-09,7.09655205693299e-09,8.19109018893732e-09,7.12160077003671e-09,8.87614825390015e-09,7.58101725926302e-09,6.19529837587313e-09,6.21257557117255e-09,8.33977008545678e-09,9.01768132822306e-09
"5731",107.5,16.1052631578947,1.2444915410692e-08,8.37758261200416e-09,8.93849662255558e-09,6.48165778861787e-09,7.011022036367e-09,7.56863341531272e-09,8.23233473577767e-09,6.93860652527939e-09,4.57523521022254e-09,6.18560476277341e-09,1.1415436955084e-08,1.28367125522971e-08
"5736",120,16.1052631578947,4.04473163946248e-09,3.70048864597669e-09,4.35925738865792e-09,3.76657142975301e-09,3.43297021669284e-09,3.63847838576875e-09,4.16300812182066e-09,3.40572892153571e-09,3.75782744765213e-09,3.2462661465199e-09,3.46714785787877e-09,3.98042282728078e-09
"5796",-90,14.2105263157895,7.94965499678613e-09,8.15083157218455e-09,7.73467598563088e-09,1.4296478063891e-08,1.91670300724728e-08,3.23874895652443e-08,2.93646981730511e-08,2.17054499374036e-08,1.26343392779088e-08,1.33955440489997e-08,9.01792722527578e-09,8.21439830218929e-09
"5797",-87.5,14.2105263157895,6.21314581814719e-09,7.02689117830502e-09,7.33758913004645e-09,1.4823407345349e-08,1.98031903375639e-08,3.44395707264911e-08,3.10751346530025e-08,1.92521408971108e-08,1.19540650815597e-08,1.31395745846252e-08,8.048585235787e-09,6.97242732300429e-09
"5798",-85,14.2105263157895,7.24633907565886e-09,1.01783405922345e-08,1.08244362691939e-08,2.14226238311188e-08,2.7849155013332e-08,5.52473723020031e-08,3.91886835482413e-08,2.37927857103803e-08,1.44763599545239e-08,1.48065153887655e-08,1.00654949219264e-08,9.25058623452157e-09
"5826",-15,14.2105263157895,6.043981409104e-08,8.07235715771792e-08,5.21693500898923e-08,3.93820569905001e-08,3.93792795247427e-08,5.14986272376339e-08,3.75772873754954e-08,5.38919971149188e-08,4.67872818613047e-08,4.37158075364263e-08,2.9681010774163e-08,3.71595106248013e-08
"5827",-12.5,14.2105263157895,7.10756859617634e-08,1.0169493684653e-07,6.77338513402348e-08,5.76080495806597e-08,4.78621564256598e-08,7.04125601574956e-08,4.95359284841124e-08,7.01024816321394e-08,5.82173777935457e-08,4.5781647223242e-08,3.76628572079651e-08,4.31708668813258e-08
"5828",-10,14.2105263157895,6.59465825697536e-08,9.50510607722332e-08,7.18385897643947e-08,7.26709208434539e-08,6.44509523875514e-08,1.17458127599224e-07,7.72993169473324e-08,8.83100155502081e-08,6.74203068373735e-08,4.41352798058459e-08,4.5806396176129e-08,4.71527036166597e-08
"5829",-7.5,14.2105263157895,5.56523577222023e-08,6.85635782524119e-08,5.30670476311945e-08,6.78893051150875e-08,5.9973855569273e-08,1.1956565737492e-07,1.09898905600869e-07,9.89746222479493e-08,7.42510880905045e-08,4.51978079962778e-08,4.72881999183383e-08,5.16082926393935e-08
"5830",-5,14.2105263157895,6.40112135172344e-08,8.08256961359888e-08,6.12606418717854e-08,7.82901930784785e-08,6.29427463275101e-08,1.06956721604434e-07,1.22831010987423e-07,1.1211411486689e-07,7.24927649159435e-08,4.74102632153084e-08,4.70775059560613e-08,5.53984420836873e-08
"5831",-2.5,14.2105263157895,7.16828221780652e-08,8.58758501809387e-08,6.99422363775737e-08,8.9264283464896e-08,6.44807410590809e-08,9.36488855213247e-08,1.2392714042464e-07,1.28638790244939e-07,6.46341948712381e-08,5.58752107082672e-08,5.70496056645498e-08,6.36383352264902e-08
"5832",0,14.2105263157895,1.02448852526416e-07,1.18771377108362e-07,9.27924799498658e-08,1.06841913441458e-07,6.86667660232398e-08,9.06689223700852e-08,1.06779263556178e-07,1.24606809245864e-07,5.89498512504338e-08,6.16448688969817e-08,6.84509995560467e-08,8.48022121274772e-08
"5833",2.5,14.2105263157895,1.31663108540736e-07,1.46004499115837e-07,1.13255873429585e-07,1.19621787475488e-07,7.49969242958004e-08,8.97057646914723e-08,1.02805876311951e-07,1.11129655477882e-07,5.66644653074433e-08,8.08020806514209e-08,8.77067762167227e-08,1.12087726600318e-07
"5834",5,14.2105263157895,1.4691344703277e-07,1.59571730828922e-07,1.28709505553548e-07,1.39931085468836e-07,7.69026358218849e-08,8.96838821956569e-08,9.97314980599739e-08,1.03750842292416e-07,7.22596076724313e-08,9.83297818168971e-08,1.110963352563e-07,1.36495702240946e-07
"5835",7.5,14.2105263157895,1.83655590735299e-07,1.96464400997742e-07,1.68488210883222e-07,1.86014160324932e-07,8.89096202910666e-08,9.28728156879277e-08,9.93215197586661e-08,1.07506144611524e-07,8.003228704756e-08,1.29492713427104e-07,1.5109925186052e-07,1.8594615222578e-07
"5836",10,14.2105263157895,3.80230509577917e-07,3.95659018048722e-07,3.21339879705285e-07,3.24234139537083e-07,1.22745101582833e-07,8.73390079009218e-08,1.05519924048503e-07,1.13587155306516e-07,8.43563094377053e-08,1.81021897471823e-07,2.81336035717894e-07,3.95891369686652e-07
"5837",12.5,14.2105263157895,7.54284459891785e-07,8.00681121404523e-07,6.520896822515e-07,5.81015748013503e-07,1.87236938453683e-07,2.03656753960946e-07,5.96029950394872e-07,4.3879698624627e-07,1.50531346762572e-07,2.2841670430096e-07,5.17744647154927e-07,7.95810692344467e-07
"5838",15,14.2105263157895,3.29381547037322e-07,3.28062152443742e-07,2.76289385120476e-07,2.76654137099097e-07,1.34613498473102e-07,1.32396631158382e-07,3.05716864323902e-07,2.1224063131986e-07,1.332125784681e-07,1.75944165486941e-07,2.27796762702903e-07,3.52752989318805e-07
"5839",17.5,14.2105263157895,3.02000568302985e-07,3.2503187641364e-07,2.65176974129089e-07,2.67010738519424e-07,1.33855030184926e-07,1.17432779125903e-07,2.18329660600647e-07,1.58515019860195e-07,1.55207934005031e-07,1.4212630447541e-07,1.91199749782767e-07,3.10653315571674e-07
"5840",20,14.2105263157895,2.08701100151698e-07,2.32456778825885e-07,2.22161532920095e-07,2.47964011823587e-07,1.31468123887313e-07,1.22870654276075e-07,2.17857856754655e-07,1.63007245201907e-07,1.62293553596093e-07,1.05243076753414e-07,1.2076387390092e-07,1.89819934770519e-07
"5841",22.5,14.2105263157895,2.62476040902015e-07,2.89512501472355e-07,2.94113727122847e-07,3.27934042421152e-07,1.62404427406226e-07,1.37484227127893e-07,2.27034416266925e-07,1.4042597085151e-07,1.19275555057752e-07,1.14475719528717e-07,1.42790132842685e-07,2.16193681706889e-07
"5842",25,14.2105263157895,4.61507569660125e-07,5.23635047822157e-07,5.24224975928522e-07,5.24550478053776e-07,2.19914717686231e-07,1.66251924726968e-07,2.08948214980298e-07,1.13990773070727e-07,8.9373649106439e-08,1.33252184286725e-07,1.91095302082278e-07,3.54403206781484e-07
"5843",27.5,14.2105263157895,5.29444438290838e-07,6.6653070562861e-07,6.55513168745792e-07,5.8288164295206e-07,2.30896208402998e-07,2.75560611828762e-07,3.79395977134767e-07,8.82856225625783e-08,7.58096819694631e-08,1.49431610835249e-07,2.30252267252595e-07,4.42336067774107e-07
"5844",30,14.2105263157895,3.63688916482641e-07,5.34470667723497e-07,4.76298338270009e-07,4.07453346062958e-07,1.45799444392636e-07,2.3001549415147e-07,3.0882575247082e-07,9.32835152872569e-08,7.21329777159108e-08,1.17586125211733e-07,2.16077000042558e-07,3.0678357978986e-07
"5845",32.5,14.2105263157895,4.13288853140514e-07,7.10005079729292e-07,5.18538786908884e-07,4.38534696056703e-07,1.29074716540001e-07,2.80221208737164e-07,2.44943796495756e-07,1.04913265575046e-07,7.89710141030353e-08,9.37623072932992e-08,2.58196551639056e-07,3.08504821688871e-07
"5846",35,14.2105263157895,2.65118474049308e-08,4.19218269473443e-08,4.0337285074632e-08,3.92531600973411e-08,6.01296465743695e-08,2.99386771623888e-07,2.29265269269252e-07,1.01438491981187e-07,9.28390739285412e-08,3.85435691176161e-08,1.82843182001263e-08,1.98004901537374e-08
"5847",37.5,14.2105263157895,2.1330152488036e-08,2.53948495045064e-08,3.48286922739749e-08,2.65883588583538e-08,4.73114219676218e-08,2.89489757165917e-07,2.58964406169016e-07,7.77697156673085e-08,7.85996486646345e-08,2.65297416847388e-08,1.43139250452506e-08,1.85936075130372e-08
"5848",40,14.2105263157895,2.37093938232347e-08,3.30808981770236e-08,3.19490808808887e-08,1.95263769996873e-08,3.03862856751436e-08,2.53236925179534e-07,1.86471369595376e-07,4.52994594959955e-08,6.59397349223045e-08,2.23469789548125e-08,1.64932813500468e-08,2.13847182149729e-08
"5850",45,14.2105263157895,5.8193776360238e-08,5.09044228644284e-08,3.13017322998987e-08,1.7732108359772e-08,2.59510920565253e-08,2.24556523376052e-07,1.80225790541444e-07,5.17099816091382e-08,4.73862449279494e-08,2.28136775096144e-08,3.4252955940367e-08,5.03594728418211e-08
"5851",47.5,14.2105263157895,1.05867233729517e-07,8.03005443389404e-08,4.02083694464594e-08,2.15119757944471e-08,2.61892632580363e-08,3.70178088182627e-07,4.9425015330451e-07,1.77329601003251e-07,6.88499335668724e-08,3.11973337788207e-08,6.79352902058228e-08,1.02656483313979e-07
"5862",75,14.2105263157895,3.26582140237203e-09,3.10640224480963e-09,3.5737913605012e-09,1.00638403860431e-08,3.7501122519823e-08,5.02472688457267e-08,6.88463130255057e-08,2.62086235526537e-08,1.23955908037932e-08,4.37550357274344e-09,3.9860073249888e-09,3.67962428105342e-09
"5863",77.5,14.2105263157895,3.14416149366226e-09,2.69879685006053e-09,3.10533112895736e-09,7.56282907393019e-09,2.60438982879752e-08,1.8961659195918e-08,2.52171572685811e-08,1.37859501158494e-08,1.01994479268647e-08,4.95224076590278e-09,4.14635562212898e-09,4.01316723993086e-09
"5864",80,14.2105263157895,2.74747392805391e-09,2.44739536254222e-09,1.72969519566732e-09,4.2309433300608e-09,1.87817257839978e-08,1.44801256922455e-08,1.70532416313152e-08,1.00871771872846e-08,6.87133670275453e-09,2.80561482249655e-09,3.33652968535075e-09,3.84366015578064e-09
"5872",100,14.2105263157895,7.90735075074239e-09,6.43757137441109e-09,7.05181460100568e-09,8.20747571468605e-09,1.16975616692994e-08,7.82993474744698e-09,8.23437802319194e-09,7.76918588057257e-09,9.35436532921441e-09,7.79247818615686e-09,7.19308070138563e-09,7.63633531408736e-09
"5873",102.5,14.2105263157895,7.0552735528806e-09,5.27640919237987e-09,5.44384869214515e-09,6.32220760118929e-09,8.05250963565457e-09,5.72560748812734e-09,7.47603502541938e-09,6.49741217859795e-09,7.10203029198608e-09,5.70146332489613e-09,6.05630916510752e-09,6.86703994449284e-09
"5874",105,14.2105263157895,9.4421341838985e-09,7.68988817935468e-09,7.05301774015649e-09,7.62978508497825e-09,8.29294835927308e-09,6.83750068283112e-09,8.76817193070506e-09,7.46541929837197e-09,7.7756354089839e-09,6.63759399006925e-09,7.55455522357534e-09,8.71199967635711e-09
"5875",107.5,14.2105263157895,1.08033371311322e-08,8.60795712053636e-09,8.06499183842596e-09,7.6207308042156e-09,8.54622583638942e-09,8.33298274133254e-09,9.76458484382159e-09,8.54353150725462e-09,7.14470748189311e-09,6.90256797032662e-09,8.90209917499968e-09,1.08306914218398e-08
"5881",122.5,14.2105263157895,6.90498010331997e-09,6.81869072923641e-09,6.88714846871358e-09,4.36076028802537e-09,4.85836195492778e-09,4.86547394170853e-09,5.93536469972733e-09,5.03208822267426e-09,5.14377407855038e-09,4.70266199028777e-09,5.66745751891251e-09,6.91892656449339e-09
"5942",-85,12.3157894736842,7.50403216127904e-09,1.06779343179986e-08,1.31479151784658e-08,2.60960027025081e-08,3.24371701374004e-08,5.76992609940818e-08,4.21765341401814e-08,2.71806428926713e-08,1.68733304672236e-08,1.71514798457534e-08,1.16359316713194e-08,1.11844201868688e-08
"5970",-15,12.3157894736842,3.62382397527117e-08,4.59757513310288e-08,3.39644835693764e-08,4.59543231592918e-08,4.58664512620333e-08,5.79177018844579e-08,5.14376588198195e-08,6.24597202084076e-08,4.58772707323529e-08,5.86779218963995e-08,2.1657289243221e-08,2.40882649764351e-08
"5971",-12.5,12.3157894736842,3.87632629120227e-08,4.83981370605346e-08,3.41217312217756e-08,4.54903646002203e-08,6.15033680234633e-08,7.85709934614243e-08,6.04326947858946e-08,6.81601525220898e-08,5.41579827859073e-08,5.54668389343704e-08,2.87602972687262e-08,3.02611521778295e-08
"5972",-10,12.3157894736842,4.44242861247224e-08,5.25860167910341e-08,4.23886753822544e-08,6.42634008507503e-08,8.09553517971962e-08,1.11679293937628e-07,6.44849330183606e-08,6.63252593471886e-08,5.69948291687106e-08,5.2544471898508e-08,3.41974440952464e-08,3.74844670927854e-08
"5973",-7.5,12.3157894736842,4.763553301812e-08,5.49418604361973e-08,4.88931442207963e-08,7.39824748338669e-08,7.9366603913944e-08,1.09617430757436e-07,7.88453021621782e-08,7.406141481342e-08,6.7633511291465e-08,5.11804270839078e-08,4.04413580748497e-08,4.17263973373494e-08
"5974",-5,12.3157894736842,5.27114289716746e-08,6.16969943884049e-08,5.55113064890089e-08,9.2978865232074e-08,7.95176549606147e-08,9.64957270338518e-08,9.07460450533248e-08,8.16154706317906e-08,7.27974805436737e-08,5.11838274888654e-08,4.22989955561892e-08,4.62362616943102e-08
"5975",-2.5,12.3157894736842,6.36784468904805e-08,7.24654867362284e-08,6.59326577709396e-08,1.11062874522116e-07,7.52670738235484e-08,9.38774245839991e-08,8.48524781688065e-08,8.92356938342331e-08,7.08820689643286e-08,5.80496057472901e-08,5.11083488030639e-08,5.86610041791724e-08
"5976",0,12.3157894736842,7.47835090728066e-08,8.46351801142564e-08,7.92339131805431e-08,1.14171097576055e-07,7.04560347564165e-08,9.74557091276695e-08,7.04577443264021e-08,8.71592173434799e-08,6.69226814589696e-08,7.03939141352694e-08,6.07785150333329e-08,7.02783940417784e-08
"5977",2.5,12.3157894736842,9.52722744446133e-08,1.05177607248597e-07,1.02295281620424e-07,1.32577255423927e-07,7.1765467006546e-08,1.01128755369828e-07,6.90212605819474e-08,7.24789010059235e-08,7.26387715602184e-08,8.95205316125969e-08,8.30821036967855e-08,9.31694284223017e-08
"5978",5,12.3157894736842,1.27143352096626e-07,1.42340070979907e-07,1.27572983427138e-07,1.39064441212478e-07,7.79824142760344e-08,9.86995828816672e-08,7.91313483489153e-08,6.18700778109993e-08,7.91497648672257e-08,1.01100709054558e-07,9.90540961753883e-08,1.28242760161212e-07
"5979",7.5,12.3157894736842,1.79167243541389e-07,1.94007154091791e-07,1.72830799671786e-07,1.76683580266346e-07,9.5895644550148e-08,1.1533974088318e-07,8.50923238121526e-08,6.64757577109598e-08,9.2706598647796e-08,1.25768707948115e-07,1.40051101965577e-07,1.90151544510186e-07
"5980",10,12.3157894736842,2.719589553557e-07,2.98890687200348e-07,2.75703597452104e-07,2.61081650049233e-07,1.09858400501595e-07,1.14140821794173e-07,9.35886243502715e-08,6.67921030983454e-08,9.81276778583284e-08,1.51599739012243e-07,1.90107254938177e-07,2.87931004039343e-07
"5981",12.5,12.3157894736842,3.15090516178618e-07,3.8486656361858e-07,3.75752391701401e-07,3.27724772319904e-07,1.30463046615903e-07,1.29194573789126e-07,1.08445977198279e-07,6.7583540326599e-08,1.07706206453617e-07,1.59670183325078e-07,2.00376421705117e-07,3.3048196679264e-07
"5982",15,12.3157894736842,1.77777011861613e-07,2.17038836902717e-07,1.83583423463141e-07,1.84997973190493e-07,1.04048017077196e-07,1.52595504981923e-07,1.19055203195995e-07,7.08451516201469e-08,1.15323160396197e-07,1.32294150634316e-07,1.07834850424093e-07,1.72881234328237e-07
"5983",17.5,12.3157894736842,1.34843358354231e-07,1.60716496361291e-07,1.56017277222475e-07,1.6580850442649e-07,1.1784687913019e-07,1.8806330243093e-07,1.39594810710797e-07,7.11150529089655e-08,1.25355919394776e-07,1.02014022229646e-07,8.1479913441318e-08,1.27400330909855e-07
"5984",20,12.3157894736842,1.41598417366384e-07,1.46920294680219e-07,1.64497821614207e-07,1.84968503014193e-07,1.4588484795186e-07,2.53541088124365e-07,1.66069352020015e-07,8.06278637605073e-08,1.08986950714263e-07,8.26807903392401e-08,7.51947379362683e-08,1.21091877150481e-07
"5985",22.5,12.3157894736842,2.18730346335239e-07,2.29396301953955e-07,2.50674818402796e-07,2.53675924016816e-07,1.61332053966179e-07,3.12242962735576e-07,1.73587656748797e-07,8.4810211978259e-08,8.60628630861004e-08,8.93114113914573e-08,1.09346878426897e-07,1.86910012467401e-07
"5986",25,12.3157894736842,3.1431795916026e-07,3.62789523422613e-07,3.60504526231153e-07,3.22901892724214e-07,1.6056277557519e-07,2.52022109431538e-07,1.6122003732022e-07,6.70011436956774e-08,6.62007651822116e-08,9.67545044083806e-08,1.33375282693193e-07,2.52972349318314e-07
"5987",27.5,12.3157894736842,3.3144524624884e-07,4.21698513608515e-07,3.81972303786782e-07,3.23778728827939e-07,1.49212158254142e-07,2.23405481614147e-07,1.46323322208763e-07,4.87895208609035e-08,5.0420703549825e-08,1.07369435217719e-07,1.51573528728299e-07,2.68654155172188e-07
"5988",30,12.3157894736842,2.05210729659067e-07,3.39606068266995e-07,2.38946699926412e-07,2.05812629439084e-07,1.11675012987034e-07,2.67781871676753e-07,1.58218950441213e-07,6.70534003321954e-08,5.78547662902218e-08,8.9542667031095e-08,1.14835843958994e-07,1.57848540488503e-07
"5989",32.5,12.3157894736842,7.89711358806233e-08,1.63728412078123e-07,1.09076738266656e-07,1.35429605030435e-07,1.01711629743595e-07,3.37420816287626e-07,2.08760864844892e-07,6.99037546597614e-08,5.57828658265258e-08,5.12371332861417e-08,8.12181571996362e-08,6.3803531208384e-08
"5990",35,12.3157894736842,1.73267306752267e-08,2.46841718939961e-08,4.60491972678612e-08,5.27477514791763e-08,8.16062623726355e-08,2.91224881709962e-07,2.14317782271101e-07,5.56237680915395e-08,4.28572755409307e-08,3.23895504167337e-08,1.49533580830197e-08,1.71272648407522e-08
"5991",37.5,12.3157894736842,2.24252819439053e-08,2.86149393242952e-08,4.48115294870988e-08,3.00165056872637e-08,6.28131656063569e-08,1.88525982325327e-07,1.28932058779396e-07,2.85213790085503e-08,3.3264044643766e-08,2.54032404486959e-08,1.60916869672983e-08,2.1901493119092e-08
"5992",40,12.3157894736842,3.34578302563227e-08,3.83829655559165e-08,4.59111389530809e-08,3.03058328432471e-08,3.49993635635759e-08,1.77452259136901e-07,7.68272086573707e-08,1.65362266848351e-08,2.7662060142486e-08,2.92161693275783e-08,2.48557143617267e-08,3.34936726791024e-08
"5993",42.5,12.3157894736842,8.12002839967185e-08,7.28300700997275e-08,7.16686210378015e-08,4.69596439858777e-08,4.48072532202581e-08,3.91690904710806e-07,4.59109487926934e-07,2.03570404283537e-07,7.12008358522143e-08,4.73922635510493e-08,5.93695342887557e-08,8.16150865640131e-08
"6007",77.5,12.3157894736842,4.76628521806771e-09,4.689965505799e-09,4.79170248401592e-09,9.71507464319482e-09,3.12616440546754e-08,2.19486725669404e-08,2.62546414296627e-08,1.40083745384795e-08,1.08982873506941e-08,7.8281555066298e-09,6.28344544364307e-09,6.03341614949932e-09
"6016",100,12.3157894736842,8.15703344713564e-09,5.48307805409154e-09,4.93535173666515e-09,5.26611488790851e-09,7.28017977933565e-09,4.66344375225566e-09,5.59159593627179e-09,4.78672248322917e-09,4.69562406535742e-09,5.79550431083209e-09,6.0903723470701e-09,6.80237545978846e-09
"6017",102.5,12.3157894736842,1.19050976108565e-08,7.73794992924709e-09,6.22128208324635e-09,6.52072204825743e-09,7.81997298946596e-09,5.23160440749765e-09,6.44171356881107e-09,5.99858951573495e-09,6.17141416095479e-09,6.51006650930624e-09,6.967759962756e-09,8.29738855748219e-09
"6018",105,12.3157894736842,9.27405300991946e-09,6.9429138219862e-09,5.96223597836704e-09,6.81533891822017e-09,8.52439603279964e-09,6.81867726344543e-09,8.0051574744e-09,7.51181480299762e-09,7.88910636036894e-09,7.13606185861332e-09,6.82755941627117e-09,7.81391338352394e-09
"6019",107.5,12.3157894736842,8.53857375429645e-09,5.98922493631054e-09,5.06395589523756e-09,4.52934233088204e-09,6.06709057993093e-09,5.55154399013713e-09,7.02730393407208e-09,6.1344757398829e-09,5.37009070024352e-09,5.11880498925421e-09,5.61920256419296e-09,7.46162897094504e-09
"6026",125,12.3157894736842,3.09539396068162e-09,2.59590883944921e-09,2.09652558985293e-09,1.28124220217726e-09,1.61112349047858e-09,1.43519483407004e-09,2.35427575871749e-09,2.43308254403371e-09,1.58036747750778e-09,1.26255885629124e-09,1.59181091159873e-09,2.38743468354216e-09
"6086",-85,10.4210526315789,4.35937858077676e-09,7.21244158147227e-09,1.30572295163611e-08,2.45679492374973e-08,2.26172783626688e-08,3.19320413860735e-08,2.48030759993079e-08,1.93493276089141e-08,9.54857657785996e-09,1.15084562973128e-08,7.11386438038281e-09,7.57156954321603e-09
"6090",-75,10.4210526315789,3.10114795171526e-09,6.37170257961756e-09,1.05537246910398e-08,1.82934480064123e-08,2.38771705532437e-08,3.1103597822324e-08,1.81578240724539e-08,1.56984706484176e-08,9.13386241641057e-09,8.06219680859338e-09,6.00110117848773e-09,3.55019373274312e-09
"6091",-72.5,10.4210526315789,3.86630873800906e-09,7.12154280858857e-09,1.12359637219339e-08,2.24648901044067e-08,2.33586720278789e-08,3.25144169401048e-08,1.87236554385906e-08,1.62982920128701e-08,8.22592384833176e-09,6.45031586737205e-09,5.50383469268695e-09,4.22936022141662e-09
"6092",-70,10.4210526315789,8.36532347298774e-09,1.42144292430285e-08,1.88787555900627e-08,3.32082494315655e-08,3.59400837215973e-08,4.7846981064692e-08,2.5690253830507e-08,2.04471736417466e-08,1.11113231896637e-08,8.77442122865918e-09,8.43045340568477e-09,8.0252952720794e-09
"6093",-67.5,10.4210526315789,1.48138841037787e-08,2.57159020640441e-08,2.91679149583279e-08,4.79056216570739e-08,5.41348918817186e-08,7.0844678561055e-08,3.54771040669832e-08,2.66191264343407e-08,1.61943489868088e-08,1.4198497455889e-08,1.37555818298385e-08,1.41830317022112e-08
"6115",-12.5,10.4210526315789,2.45138659371591e-08,2.9612300112003e-08,2.8901596740849e-08,5.31873545206452e-08,6.33518300319214e-08,8.73751383745347e-08,7.89324574451689e-08,3.90737582914302e-08,4.08834622406262e-08,7.39348972669807e-08,4.81215754744024e-08,2.23130217427703e-08
"6116",-10,10.4210526315789,3.25922656051192e-08,3.78780944110257e-08,3.41222745371683e-08,8.07974343680629e-08,8.62935660428388e-08,9.33312239992379e-08,6.36288880959124e-08,4.02339895774761e-08,4.59765147828306e-08,6.05614933202325e-08,4.35567800577408e-08,2.82203705716244e-08
"6117",-7.5,10.4210526315789,3.91862479964811e-08,4.74957651333541e-08,4.56026763226425e-08,1.01035202079713e-07,8.88961029787971e-08,8.7264620529659e-08,6.34776637503665e-08,4.37523127103101e-08,4.76591812889615e-08,6.33178540848656e-08,4.1032653837203e-08,3.29110395186349e-08
"6118",-5,10.4210526315789,4.64047503548337e-08,5.25731739392521e-08,5.09619018859708e-08,1.0869709195227e-07,8.06001359404673e-08,8.18711098915514e-08,5.80588936302529e-08,4.67016206956439e-08,4.41537478454435e-08,6.64219648033315e-08,4.08355380759895e-08,4.03773967386223e-08
"6119",-2.5,10.4210526315789,5.47001178727302e-08,5.72260286033077e-08,5.167127038741e-08,1.22993715212516e-07,7.33250538412222e-08,7.91218684320638e-08,5.8259592462806e-08,4.93297121900715e-08,4.24140051205613e-08,6.90173074940903e-08,4.24136632065641e-08,5.18288412187928e-08
"6120",0,10.4210526315789,6.358918860222e-08,6.77668390153263e-08,5.33920158085621e-08,1.37204447803185e-07,6.98794553471993e-08,7.53308197071201e-08,5.51188407416081e-08,4.32165990493782e-08,4.41283478508359e-08,7.8072220563441e-08,5.03364475101797e-08,6.36498197897906e-08
"6121",2.5,10.4210526315789,8.8449478991004e-08,9.31075654075908e-08,7.12956771745099e-08,1.5826989094303e-07,7.27952370258023e-08,7.87225690884741e-08,5.37404964279231e-08,3.691558309038e-08,5.17948746392438e-08,8.83098094650592e-08,6.70593580665013e-08,8.85950594137208e-08
"6122",5,10.4210526315789,1.16357942031575e-07,1.15594677579933e-07,9.04843262816701e-08,1.62871210268589e-07,8.64531134181501e-08,8.83501646842255e-08,5.61750364974634e-08,3.83268307715956e-08,6.69741184386452e-08,1.02877828131454e-07,8.60905347010998e-08,1.16903674240998e-07
"6123",7.5,10.4210526315789,1.46268887626921e-07,1.53691212881335e-07,1.21564458499535e-07,1.72167149287139e-07,1.10587511023552e-07,1.110914922553e-07,5.81787836656522e-08,3.86191648972523e-08,7.98051437433944e-08,1.1196100296873e-07,9.97217745879464e-08,1.48312793296634e-07
"6124",10,10.4210526315789,1.56961343922291e-07,1.81863343134969e-07,1.441772357752e-07,1.57133565534262e-07,1.27220427942332e-07,1.32667932889463e-07,5.67961349826063e-08,3.5253073116942e-08,8.60299456673097e-08,1.13286121108946e-07,1.04991175128855e-07,1.61550448019021e-07
"6125",12.5,10.4210526315789,1.33410794911359e-07,1.62379191342987e-07,1.44010681504825e-07,1.52605874811917e-07,1.27789091808328e-07,1.47854937668224e-07,5.27587910859051e-08,3.00843123850203e-08,8.53478131918051e-08,1.15606949013802e-07,8.58638316697524e-08,1.38335696023284e-07
"6126",15,10.4210526315789,8.60128031299201e-08,1.08080625699225e-07,1.09469986200872e-07,1.31603962102989e-07,1.25246094745401e-07,1.68248608795052e-07,5.80670246261294e-08,3.01007921713059e-08,8.06941763409341e-08,1.01756668716146e-07,6.12412042952371e-08,8.3366501202331e-08
"6127",17.5,10.4210526315789,9.76235748489929e-08,1.06761146798084e-07,1.20582856200091e-07,1.65362985804496e-07,1.31823133658893e-07,1.85155740739518e-07,7.03717412467442e-08,3.06328384533372e-08,7.09901793599643e-08,7.92057263526713e-08,5.88715482613411e-08,8.89303318485357e-08
"6128",20,10.4210526315789,1.05705794117839e-07,1.15666301536699e-07,1.38886880121647e-07,1.8883814512094e-07,1.55998935644219e-07,2.10324882510271e-07,7.40711617042145e-08,3.46017808156018e-08,5.82571569110457e-08,7.57297865042195e-08,5.5892016015413e-08,9.07643210590336e-08
"6129",22.5,10.4210526315789,1.69161884500113e-07,1.87647684890546e-07,1.96650683237376e-07,2.04916552476453e-07,1.71460932951728e-07,2.64574381153571e-07,7.71721249404056e-08,4.13689145439822e-08,4.97977221958212e-08,7.9738774957927e-08,7.37696310287861e-08,1.3684565355887e-07
"6130",25,10.4210526315789,2.00901788954821e-07,2.47928921143226e-07,2.22221054058114e-07,1.95084379900345e-07,1.5118936727565e-07,2.86810987459862e-07,7.76865322071885e-08,3.79612029310916e-08,4.46991521921292e-08,8.42332016637304e-08,8.72267289647732e-08,1.59027103985299e-07
"6131",27.5,10.4210526315789,1.72111450091883e-07,2.46303508838475e-07,2.0225329536161e-07,1.7847288646955e-07,1.15431795372212e-07,2.6547066420135e-07,7.36892859232174e-08,3.2140302138467e-08,3.76435601440184e-08,7.95495887911946e-08,8.85667414407543e-08,1.37145601125654e-07
