lon	lat	clay	silt	sand	orgC	CN	pH	cellfraction
-79.24597167968750000	-4.195972442626953125000	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.187639236450195312500	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.179306030273437500000	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.170972347259521484375	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.162639141082763671875	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.154305934906005859375	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.145972728729248046875	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.137639045715332031250	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.129305839538574218750	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.120972633361816406250	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.112639427185058593750	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.104305744171142578125	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.095972537994384765625	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.087639331817626953125	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.079306125640869140625	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.070972442626953125000	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.062639236450195312500	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.054306030273437500000	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
-79.24597167968750000	-4.045972347259521484375	0.1300000000000000044409	0.1700000000000000122125	0.6999999999999999555911	0.002000000000000000041633	12	8.100000381469726562500	0.4500000000000000111022
